"","ibge","week","year","municipality","population","deaths","likely_cases","cases_pcap","deaths_pcap","Years.Range"
"293","130260","27",2020,"130260 MANAUS",2219580,0,25,1.1263392173294,0,"2020/2021"
"294","130260","27",2021,"130260 MANAUS",2255903,0,103,4.56579915005211,0,"2021/2022"
"295","130260","27",2022,"130260 MANAUS",2054731,0,12,0.584018053944774,0,"2022/2023"
"296","130260","27",2023,"130260 MANAUS",2063689,0,29,1.40525050043878,0,"2023/2024"
"297","130260","27",2024,"130260 MANAUS",2279686,0,26,1.14050794714711,0,"2024/2025"
"298","130260","28",2014,"130260 MANAUS",2020301,0,22,1.08894664705903,0,"2014/2015"
"299","130260","28",2015,"130260 MANAUS",2057711,0,21,1.02055147685948,0,"2015/2016"
"300","130260","28",2016,"130260 MANAUS",2094391,0,57,2.72155485771281,0,"2016/2017"
"301","130260","28",2017,"130260 MANAUS",2130264,0,32,1.5021612344761,0,"2017/2018"
"302","130260","28",2018,"130260 MANAUS",2145444,0,27,1.25848076202408,0,"2018/2019"
"303","130260","28",2019,"130260 MANAUS",2182763,0,6,0.274880965088743,0,"2019/2020"
"304","130260","28",2020,"130260 MANAUS",2219580,0,22,0.991178511249876,0,"2020/2021"
"305","130260","28",2021,"130260 MANAUS",2255903,0,92,4.07818953208538,0,"2021/2022"
"306","130260","28",2022,"130260 MANAUS",2054731,0,15,0.730022567430968,0,"2022/2023"
"307","130260","28",2023,"130260 MANAUS",2063689,0,17,0.823767534739973,0,"2023/2024"
"308","130260","28",2024,"130260 MANAUS",2279686,0,19,0.833448115222886,0,"2024/2025"
"309","130260","29",2014,"130260 MANAUS",2020301,0,17,0.84145877272743,0,"2014/2015"
"310","130260","29",2015,"130260 MANAUS",2057711,0,34,1.65232143872487,0,"2015/2016"
"311","130260","29",2016,"130260 MANAUS",2094391,0,46,2.19634251675069,0,"2016/2017"
"312","130260","29",2017,"130260 MANAUS",2130264,0,32,1.5021612344761,0,"2017/2018"
"313","130260","29",2018,"130260 MANAUS",2145444,0,41,1.91102634233287,0,"2018/2019"
"314","130260","29",2019,"130260 MANAUS",2182763,0,8,0.366507953451657,0,"2019/2020"
"315","130260","29",2020,"130260 MANAUS",2219580,0,17,0.765910667783995,0,"2020/2021"
"316","130260","29",2021,"130260 MANAUS",2255903,0,81,3.59057991411865,0,"2021/2022"
"317","130260","29",2022,"130260 MANAUS",2054731,0,17,0.827358909755097,0,"2022/2023"
"318","130260","29",2023,"130260 MANAUS",2063689,0,26,1.25987975901408,0,"2023/2024"
"319","130260","29",2024,"130260 MANAUS",2279686,0,14,0.614119663848442,0,"2024/2025"
"320","130260","30",2014,"130260 MANAUS",2020301,0,14,0.692966048128472,0,"2014/2015"
"321","130260","30",2015,"130260 MANAUS",2057711,0,33,1.60372374935061,0,"2015/2016"
"322","130260","30",2016,"130260 MANAUS",2094391,0,42,2.00535621094628,0,"2016/2017"
"323","130260","30",2017,"130260 MANAUS",2130264,0,40,1.87770154309513,0,"2017/2018"
"324","130260","30",2018,"130260 MANAUS",2145444,0,25,1.16525996483712,0,"2018/2019"
"325","130260","30",2019,"130260 MANAUS",2182763,0,10,0.458134941814572,0,"2019/2020"
"326","130260","30",2020,"130260 MANAUS",2219580,0,21,0.9461249425567,0,"2020/2021"
"327","130260","30",2021,"130260 MANAUS",2255903,0,78,3.45759547285499,0,"2021/2022"
"328","130260","30",2022,"130260 MANAUS",2054731,0,16,0.778690738593032,0,"2022/2023"
"329","130260","30",2023,"130260 MANAUS",2063689,0,19,0.92068136235644,0,"2023/2024"
"330","130260","30",2024,"130260 MANAUS",2279686,0,18,0.789582424947997,0,"2024/2025"
"331","130260","31",2014,"130260 MANAUS",2020301,0,18,0.89095634759375,0,"2014/2015"
"332","130260","31",2015,"130260 MANAUS",2057711,0,20,0.97195378748522,0,"2015/2016"
"333","130260","31",2016,"130260 MANAUS",2094391,0,20,0.95493152902204,0,"2016/2017"
"334","130260","31",2017,"130260 MANAUS",2130264,0,38,1.78381646594037,0,"2017/2018"
"335","130260","31",2018,"130260 MANAUS",2145444,0,27,1.25848076202408,0,"2018/2019"
"336","130260","31",2019,"130260 MANAUS",2182763,0,3,0.137440482544372,0,"2019/2020"
"337","130260","31",2020,"130260 MANAUS",2219580,0,29,1.30655349210211,0,"2020/2021"
"338","130260","31",2021,"130260 MANAUS",2255903,0,77,3.41326732576711,0,"2021/2022"
"339","130260","31",2022,"130260 MANAUS",2054731,0,13,0.632686225106839,0,"2022/2023"
"340","130260","31",2023,"130260 MANAUS",2063689,0,33,1.59907815567171,0,"2023/2024"
"341","130260","31",2024,"130260 MANAUS",2279686,0,14,0.614119663848442,0,"2024/2025"
"342","130260","32",2014,"130260 MANAUS",2020301,0,5,0.247487874331597,0,"2014/2015"
"343","130260","32",2015,"130260 MANAUS",2057711,0,30,1.45793068122783,0,"2015/2016"
"344","130260","32",2016,"130260 MANAUS",2094391,0,32,1.52789044643526,0,"2016/2017"
"345","130260","32",2017,"130260 MANAUS",2130264,0,35,1.64298885020824,0,"2017/2018"
"346","130260","32",2018,"130260 MANAUS",2145444,0,28,1.30509116061757,0,"2018/2019"
"347","130260","32",2019,"130260 MANAUS",2182763,0,5,0.229067470907286,0,"2019/2020"
"348","130260","32",2020,"130260 MANAUS",2219580,0,16,0.720857099090819,0,"2020/2021"
"349","130260","32",2021,"130260 MANAUS",2255903,0,50,2.21640735439423,0,"2021/2022"
"350","130260","32",2022,"130260 MANAUS",2054731,0,11,0.53534988278271,0,"2022/2023"
"351","130260","32",2023,"130260 MANAUS",2063689,0,7,0.339198396657636,0,"2023/2024"
"352","130260","32",2024,"130260 MANAUS",2279686,0,18,0.789582424947997,0,"2024/2025"
"353","130260","33",2014,"130260 MANAUS",2020301,0,22,1.08894664705903,0,"2014/2015"
"354","130260","33",2015,"130260 MANAUS",2057711,0,19,0.923356098110959,0,"2015/2016"
"355","130260","33",2016,"130260 MANAUS",2094391,0,27,1.28915756417975,0,"2016/2017"
"356","130260","33",2017,"130260 MANAUS",2130264,0,53,2.48795454460104,0,"2017/2018"
"357","130260","33",2018,"130260 MANAUS",2145444,0,20,0.932207971869692,0,"2018/2019"
"358","130260","33",2019,"130260 MANAUS",2182763,0,6,0.274880965088743,0,"2019/2020"
"359","130260","33",2020,"130260 MANAUS",2219580,0,16,0.720857099090819,0,"2020/2021"
"360","130260","33",2021,"130260 MANAUS",2255903,0,38,1.68446958933961,0,"2021/2022"
"361","130260","33",2022,"130260 MANAUS",2054731,0,11,0.53534988278271,0,"2022/2023"
"362","130260","33",2023,"130260 MANAUS",2063689,0,13,0.629939879507038,0,"2023/2024"
"363","130260","33",2024,"130260 MANAUS",2279686,0,22,0.965045186047552,0,"2024/2025"
"364","130260","34",2014,"130260 MANAUS",2020301,0,9,0.445478173796875,0,"2014/2015"
"365","130260","34",2015,"130260 MANAUS",2057711,0,26,1.26353992373079,0,"2015/2016"
"366","130260","34",2016,"130260 MANAUS",2094391,0,29,1.38465071708196,0,"2016/2017"
"367","130260","34",2017,"130260 MANAUS",2130264,0,25,1.17356346443446,0,"2017/2018"
"368","130260","34",2018,"130260 MANAUS",2145444,0,24,1.11864956624363,0,"2018/2019"
"369","130260","34",2019,"130260 MANAUS",2182763,0,5,0.229067470907286,0,"2019/2020"
"370","130260","34",2020,"130260 MANAUS",2219580,0,17,0.765910667783995,0,"2020/2021"
"371","130260","34",2021,"130260 MANAUS",2255903,0,38,1.68446958933961,0,"2021/2022"
"372","130260","34",2022,"130260 MANAUS",2054731,0,9,0.438013540458581,0,"2022/2023"
"373","130260","34",2023,"130260 MANAUS",2063689,0,12,0.581482965698804,0,"2023/2024"
"374","130260","34",2024,"130260 MANAUS",2279686,0,10,0.438656902748887,0,"2024/2025"
"375","130260","35",2014,"130260 MANAUS",2020301,0,12,0.593970898395833,0,"2014/2015"
"376","130260","35",2015,"130260 MANAUS",2057711,0,13,0.631769961865393,0,"2015/2016"
"377","130260","35",2016,"130260 MANAUS",2094391,0,20,0.95493152902204,0,"2016/2017"
"378","130260","35",2017,"130260 MANAUS",2130264,0,47,2.20629931313678,0,"2017/2018"
"379","130260","35",2018,"130260 MANAUS",2145444,0,26,1.2118703634306,0,"2018/2019"
"380","130260","35",2019,"130260 MANAUS",2182763,0,1,0.0458134941814572,0,"2019/2020"
"381","130260","35",2020,"130260 MANAUS",2219580,0,18,0.810964236477171,0,"2020/2021"
"382","130260","35",2021,"130260 MANAUS",2255903,0,51,2.26073550148211,0,"2021/2022"
"383","130260","35",2022,"130260 MANAUS",2054731,0,7,0.340677198134452,0,"2022/2023"
"384","130260","35",2023,"130260 MANAUS",2063689,0,27,1.30833667282231,0,"2023/2024"
"385","130260","35",2024,"130260 MANAUS",2279686,0,7,0.307059831924221,0,"2024/2025"
"386","130260","36",2014,"130260 MANAUS",2020301,0,5,0.247487874331597,0,"2014/2015"
"387","130260","36",2015,"130260 MANAUS",2057711,0,25,1.21494223435653,0,"2015/2016"
"388","130260","36",2016,"130260 MANAUS",2094391,0,22,1.05042468192424,0,"2016/2017"
"389","130260","36",2017,"130260 MANAUS",2130264,0,59,2.76960977606531,0,"2017/2018"
"390","130260","36",2018,"130260 MANAUS",2145444,0,20,0.932207971869692,0,"2018/2019"
"391","130260","36",2019,"130260 MANAUS",2182763,0,3,0.137440482544372,0,"2019/2020"
"392","130260","36",2020,"130260 MANAUS",2219580,0,8,0.360428549545409,0,"2020/2021"
"393","130260","36",2021,"130260 MANAUS",2255903,0,29,1.28551626554865,0,"2021/2022"
"394","130260","36",2022,"130260 MANAUS",2054731,0,4,0.194672684648258,0,"2022/2023"
"395","130260","36",2023,"130260 MANAUS",2063689,0,36,1.74444889709641,0,"2023/2024"
"396","130260","36",2024,"130260 MANAUS",2279686,0,8,0.35092552219911,0,"2024/2025"
"397","130260","37",2014,"130260 MANAUS",2020301,0,8,0.395980598930555,0,"2014/2015"
"398","130260","37",2015,"130260 MANAUS",2057711,0,27,1.31213761310505,0,"2015/2016"
"399","130260","37",2016,"130260 MANAUS",2094391,0,25,1.19366441127755,0,"2016/2017"
"400","130260","37",2017,"130260 MANAUS",2130264,0,56,2.62878216033318,0,"2017/2018"
"401","130260","37",2018,"130260 MANAUS",2145444,0,27,1.25848076202408,0,"2018/2019"
"402","130260","37",2019,"130260 MANAUS",2182763,0,1,0.0458134941814572,0,"2019/2020"
"403","130260","37",2020,"130260 MANAUS",2219580,0,5,0.225267843465881,0,"2020/2021"
"404","130260","37",2021,"130260 MANAUS",2255903,0,28,1.24118811846077,0,"2021/2022"
"405","130260","37",2022,"130260 MANAUS",2054731,0,5,0.243340855810323,0,"2022/2023"
"406","130260","37",2023,"130260 MANAUS",2063689,0,30,1.45370741424701,0,"2023/2024"
"407","130260","37",2024,"130260 MANAUS",2279686,0,10,0.438656902748887,0,"2024/2025"
"408","130260","38",2014,"130260 MANAUS",2020301,0,26,1.28693694652431,0,"2014/2015"
"409","130260","38",2015,"130260 MANAUS",2057711,0,19,0.923356098110959,0,"2015/2016"
"410","130260","38",2016,"130260 MANAUS",2094391,0,23,1.09817125837535,0,"2016/2017"
"411","130260","38",2017,"130260 MANAUS",2130264,0,44,2.06547169740464,0,"2017/2018"
"412","130260","38",2018,"130260 MANAUS",2145444,0,24,1.11864956624363,0,"2018/2019"
"413","130260","38",2019,"130260 MANAUS",2182763,0,2,0.0916269883629143,0,"2019/2020"
"414","130260","38",2020,"130260 MANAUS",2219580,0,6,0.270321412159057,0,"2020/2021"
"415","130260","38",2021,"130260 MANAUS",2255903,0,22,0.97521923593346,0,"2021/2022"
"416","130260","38",2022,"130260 MANAUS",2054731,0,10,0.486681711620645,0,"2022/2023"
"417","130260","38",2023,"130260 MANAUS",2063689,0,26,1.25987975901408,0,"2023/2024"
"418","130260","38",2024,"130260 MANAUS",2279686,0,20,0.877313805497775,0,"2024/2025"
"419","130260","39",2014,"130260 MANAUS",2020301,0,13,0.643468473262153,0,"2014/2015"
"420","130260","39",2015,"130260 MANAUS",2057711,0,25,1.21494223435653,0,"2015/2016"
"421","130260","39",2016,"130260 MANAUS",2094391,0,29,1.38465071708196,0,"2016/2017"
"422","130260","39",2017,"130260 MANAUS",2130264,0,43,2.01852915882726,0,"2017/2018"
"423","130260","39",2018,"130260 MANAUS",2145444,0,14,0.652545580308785,0,"2018/2019"
"424","130260","39",2019,"130260 MANAUS",2182763,0,1,0.0458134941814572,0,"2019/2020"
"425","130260","39",2020,"130260 MANAUS",2219580,0,5,0.225267843465881,0,"2020/2021"
"426","130260","39",2021,"130260 MANAUS",2255903,0,13,0.576265912142499,0,"2021/2022"
"427","130260","39",2022,"130260 MANAUS",2054731,0,9,0.438013540458581,0,"2022/2023"
"428","130260","39",2023,"130260 MANAUS",2063689,0,24,1.16296593139761,0,"2023/2024"
"429","130260","39",2024,"130260 MANAUS",2279686,0,9,0.394791212473999,0,"2024/2025"
"430","130260","40",2014,"130260 MANAUS",2020301,0,8,0.395980598930555,0,"2014/2015"
"431","130260","40",2015,"130260 MANAUS",2057711,0,38,1.84671219622192,0,"2015/2016"
"432","130260","40",2016,"130260 MANAUS",2094391,0,32,1.52789044643526,0,"2016/2017"
"433","130260","40",2017,"130260 MANAUS",2130264,0,24,1.12662092585708,0,"2017/2018"
"434","130260","40",2018,"130260 MANAUS",2145444,0,20,0.932207971869692,0,"2018/2019"
"435","130260","40",2019,"130260 MANAUS",2182763,0,3,0.137440482544372,0,"2019/2020"
"436","130260","40",2020,"130260 MANAUS",2219580,0,4,0.180214274772705,0,"2020/2021"
"437","130260","40",2021,"130260 MANAUS",2255903,0,19,0.842234794669806,0,"2021/2022"
"438","130260","40",2022,"130260 MANAUS",2054731,0,10,0.486681711620645,0,"2022/2023"
"439","130260","40",2023,"130260 MANAUS",2063689,0,5,0.242284569041169,0,"2023/2024"
"440","130260","40",2024,"130260 MANAUS",2279686,0,8,0.35092552219911,0,"2024/2025"
"441","130260","41",2014,"130260 MANAUS",2020301,0,14,0.692966048128472,0,"2014/2015"
"442","130260","41",2015,"130260 MANAUS",2057711,0,13,0.631769961865393,0,"2015/2016"
"443","130260","41",2016,"130260 MANAUS",2094391,0,31,1.48014386998416,0,"2016/2017"
"444","130260","41",2017,"130260 MANAUS",2130264,0,19,0.891908232970186,0,"2017/2018"
"445","130260","41",2018,"130260 MANAUS",2145444,0,10,0.466103985934846,0,"2018/2019"
"446","130260","41",2019,"130260 MANAUS",2182763,0,4,0.183253976725829,0,"2019/2020"
"447","130260","41",2020,"130260 MANAUS",2219580,0,6,0.270321412159057,0,"2020/2021"
"448","130260","41",2021,"130260 MANAUS",2255903,0,13,0.576265912142499,0,"2021/2022"
"449","130260","41",2022,"130260 MANAUS",2054731,0,5,0.243340855810323,0,"2022/2023"
"450","130260","41",2023,"130260 MANAUS",2063689,0,7,0.339198396657636,0,"2023/2024"
"451","130260","41",2024,"130260 MANAUS",2279686,0,7,0.307059831924221,0,"2024/2025"
"452","130260","42",2014,"130260 MANAUS",2020301,0,6,0.296985449197917,0,"2014/2015"
"453","130260","42",2015,"130260 MANAUS",2057711,0,9,0.437379204368349,0,"2015/2016"
"454","130260","42",2016,"130260 MANAUS",2094391,0,27,1.28915756417975,0,"2016/2017"
"455","130260","42",2017,"130260 MANAUS",2130264,0,14,0.657195540083295,0,"2017/2018"
"456","130260","42",2018,"130260 MANAUS",2145444,0,24,1.11864956624363,0,"2018/2019"
"457","130260","42",2019,"130260 MANAUS",2182763,0,3,0.137440482544372,0,"2019/2020"
"458","130260","42",2020,"130260 MANAUS",2219580,0,8,0.360428549545409,0,"2020/2021"
"459","130260","42",2021,"130260 MANAUS",2255903,0,22,0.97521923593346,0,"2021/2022"
"460","130260","42",2022,"130260 MANAUS",2054731,0,12,0.584018053944774,0,"2022/2023"
"461","130260","42",2023,"130260 MANAUS",2063689,0,7,0.339198396657636,0,"2023/2024"
"462","130260","42",2024,"130260 MANAUS",2279686,0,10,0.438656902748887,0,"2024/2025"
"463","130260","43",2014,"130260 MANAUS",2020301,0,6,0.296985449197917,0,"2014/2015"
"464","130260","43",2015,"130260 MANAUS",2057711,0,23,1.117746855608,0,"2015/2016"
"465","130260","43",2016,"130260 MANAUS",2094391,0,35,1.67113017578857,0,"2016/2017"
"466","130260","43",2017,"130260 MANAUS",2130264,0,14,0.657195540083295,0,"2017/2018"
"467","130260","43",2018,"130260 MANAUS",2145444,0,21,0.978818370463177,0,"2018/2019"
"468","130260","43",2019,"130260 MANAUS",2182763,0,5,0.229067470907286,0,"2019/2020"
"469","130260","43",2020,"130260 MANAUS",2219580,0,4,0.180214274772705,0,"2020/2021"
"470","130260","43",2021,"130260 MANAUS",2255903,0,13,0.576265912142499,0,"2021/2022"
"471","130260","43",2022,"130260 MANAUS",2054731,0,14,0.681354396268903,0,"2022/2023"
"472","130260","43",2023,"130260 MANAUS",2063689,0,8,0.38765531046587,0,"2023/2024"
"473","130260","43",2024,"130260 MANAUS",2279686,0,6,0.263194141649332,0,"2024/2025"
"474","130260","44",2014,"130260 MANAUS",2020301,0,16,0.791961197861111,0,"2014/2015"
"475","130260","44",2015,"130260 MANAUS",2057711,0,11,0.534574583116871,0,"2015/2016"
"476","130260","44",2016,"130260 MANAUS",2094391,0,34,1.62338359933747,0,"2016/2017"
"477","130260","44",2017,"130260 MANAUS",2130264,0,7,0.328597770041647,0,"2017/2018"
"478","130260","44",2018,"130260 MANAUS",2145444,0,13,0.6059351817153,0,"2018/2019"
"479","130260","44",2019,"130260 MANAUS",2182763,0,6,0.274880965088743,0,"2019/2020"
"480","130260","44",2020,"130260 MANAUS",2219580,0,9,0.405482118238586,0,"2020/2021"
"481","130260","44",2021,"130260 MANAUS",2255903,0,11,0.48760961796673,0,"2021/2022"
"482","130260","44",2022,"130260 MANAUS",2054731,0,11,0.53534988278271,0,"2022/2023"
"483","130260","44",2023,"130260 MANAUS",2063689,0,2,0.0969138276164674,0,"2023/2024"
"484","130260","44",2024,"130260 MANAUS",2279686,0,6,0.263194141649332,0,"2024/2025"
"485","130260","45",2014,"130260 MANAUS",2020301,0,11,0.544473323529514,0,"2014/2015"
"486","130260","45",2015,"130260 MANAUS",2057711,0,22,1.06914916623374,0,"2015/2016"
"487","130260","45",2016,"130260 MANAUS",2094391,0,34,1.62338359933747,0,"2016/2017"
"488","130260","45",2017,"130260 MANAUS",2130264,0,11,0.51636792435116,0,"2017/2018"
"489","130260","45",2018,"130260 MANAUS",2145444,0,22,1.02542876905666,0,"2018/2019"
"490","130260","45",2019,"130260 MANAUS",2182763,0,2,0.0916269883629143,0,"2019/2020"
"491","130260","45",2020,"130260 MANAUS",2219580,0,15,0.675803530397643,0,"2020/2021"
"492","130260","45",2021,"130260 MANAUS",2255903,0,7,0.310297029615192,0,"2021/2022"
"493","130260","45",2022,"130260 MANAUS",2054731,0,29,1.41137696369987,0,"2022/2023"
"494","130260","45",2023,"130260 MANAUS",2063689,0,4,0.193827655232935,0,"2023/2024"
"495","130260","45",2024,"130260 MANAUS",2279686,0,22,0.965045186047552,0,"2024/2025"
"496","130260","46",2014,"130260 MANAUS",2020301,0,17,0.84145877272743,0,"2014/2015"
"497","130260","46",2015,"130260 MANAUS",2057711,0,11,0.534574583116871,0,"2015/2016"
"498","130260","46",2016,"130260 MANAUS",2094391,0,54,2.57831512835951,0,"2016/2017"
"499","130260","46",2017,"130260 MANAUS",2130264,0,5,0.234712692886891,0,"2017/2018"
"500","130260","46",2018,"130260 MANAUS",2145444,0,10,0.466103985934846,0,"2018/2019"
"501","130260","46",2019,"130260 MANAUS",2182763,0,7,0.3206944592702,0,"2019/2020"
"502","130260","46",2020,"130260 MANAUS",2219580,0,15,0.675803530397643,0,"2020/2021"
"503","130260","46",2021,"130260 MANAUS",2255903,0,8,0.354625176703076,0,"2021/2022"
"504","130260","46",2022,"130260 MANAUS",2054731,0,14,0.681354396268903,0,"2022/2023"
"505","130260","46",2023,"130260 MANAUS",2063689,0,5,0.242284569041169,0,"2023/2024"
"506","130260","46",2024,"130260 MANAUS",2279686,0,10,0.438656902748887,0,"2024/2025"
"507","130260","47",2014,"130260 MANAUS",2020301,0,9,0.445478173796875,0,"2014/2015"
"508","130260","47",2015,"130260 MANAUS",2057711,0,8,0.388781514994088,0,"2015/2016"
"509","130260","47",2016,"130260 MANAUS",2094391,0,23,1.09817125837535,0,"2016/2017"
"510","130260","47",2017,"130260 MANAUS",2130264,0,13,0.610253001505917,0,"2017/2018"
"511","130260","47",2018,"130260 MANAUS",2145444,0,23,1.07203916765015,0,"2018/2019"
"512","130260","47",2019,"130260 MANAUS",2182763,0,4,0.183253976725829,0,"2019/2020"
"513","130260","47",2020,"130260 MANAUS",2219580,0,23,1.03623207994305,0,"2020/2021"
"514","130260","47",2021,"130260 MANAUS",2255903,0,12,0.531937765054615,0,"2021/2022"
"515","130260","47",2022,"130260 MANAUS",2054731,0,13,0.632686225106839,0,"2022/2023"
"516","130260","47",2023,"130260 MANAUS",2063689,0,4,0.193827655232935,0,"2023/2024"
"517","130260","47",2024,"130260 MANAUS",2279686,0,12,0.526388283298665,0,"2024/2025"
"518","130260","48",2014,"130260 MANAUS",2020301,0,13,0.643468473262153,0,"2014/2015"
"519","130260","48",2015,"130260 MANAUS",2057711,0,21,1.02055147685948,0,"2015/2016"
"520","130260","48",2016,"130260 MANAUS",2094391,0,41,1.95760963449518,0,"2016/2017"
"521","130260","48",2017,"130260 MANAUS",2130264,0,10,0.469425385773782,0,"2017/2018"
"522","130260","48",2018,"130260 MANAUS",2145444,0,9,0.419493587341361,0,"2018/2019"
"523","130260","48",2019,"130260 MANAUS",2182763,0,3,0.137440482544372,0,"2019/2020"
"524","130260","48",2020,"130260 MANAUS",2219580,0,12,0.540642824318114,0,"2020/2021"
"525","130260","48",2021,"130260 MANAUS",2255903,0,15,0.664922206318268,0,"2021/2022"
"526","130260","48",2022,"130260 MANAUS",2054731,0,6,0.292009026972387,0,"2022/2023"
"527","130260","48",2023,"130260 MANAUS",2063689,0,6,0.290741482849402,0,"2023/2024"
"528","130260","48",2024,"130260 MANAUS",2279686,0,13,0.570253973573554,0,"2024/2025"
